source_id,date_raw,date_parsed,time,location,country,description,references
Magonia_772,6/11/1966,1966-06-11,0345,"Westport, Connecticut",United States,"A civilian who was going fishing saw an object dive toward his car and hover at treetop level, stopped and observed it for two min. It was shaped like two plates glued together, and had a smaller, oval object on top. It took a 45 (degree) inclination, rose, made a right-angle turn, and changed color (white to yellow to blue to green) as it accelerated.",NICAP (Vallee)
Magonia_773,6/13/1966,1966-06-13,,"Milan, Michigan",United States,"The policeman who had observed an object over Milan on Mar. 17 saw an unidentified machine on the ground at a street intersection. He drove toward it with his headlights illuminating the object, which took off like an airplane, flying away to the southeast. Investigation by Selfridge AFB.",Atic (Vallee)
Magonia_774,6/18/1966,1966-06-18,0345,"Bar-sur-Loup, France",France,"The Mayor of Bar-sur-Loup, Leon Barbier, saw a large, round object with yellow and green lights on a hilltop.",LDLN 89 (Vallee)
Magonia_775,6/18/1966,1966-06-18,0400,"Le Rouret, France",France,"A truck driver, Mr. Dugelay, saw a disk-shaped object over Le Rouret. It remained motionless for five min, then disappeared. Its lights were alternately red and bluish-green.",LDLN 84; 163 (Vallee)
Magonia_776,6/18/1966,1966-06-18,2400,"Mount Mitchell, North Carolina",United States,"Four campers saw an object with three flashing red lights land on the ground 200 m away. It remained there all night, rose at dawn, was then observed through binoculars as a red-colored, bell-shaped craft. Broken trees and other traces were found.",Atic (Vallee)
Magonia_777,6/23/1966,1966-06-23,2130,"Hamburg, New York",United States,"A 61-year-old civilian woman was reading when an intense red light illuminated the ground near her house. She went outside and saw a lighted object 20 m away 1 m in diameter, which backed up and flew away ""like a bullet."" Three other persons saw it from the next house. (Atic) <*>", (Vallee)
Magonia_778,7/5/1966,1966-07-05,,"Chaclacayo, Peru",Peru,"Several persons reported seeing a very small creature leaving a luminous trail, quietly walking along the streets, while children and adults panicked.",164 (Vallee)
Magonia_779,7/11/1966,1966-07-11,,"Union-Kirkwood, Pennsylvania",United States,"Two civilian women saw a red, luminous object 30 m away in a field. It had small openings and made a whirring sound. Length, 30 m; height, 6 m; duration, 90 min.",Atic (Vallee)
Magonia_780,7/13/1966,1966-07-13,,"Pontedera, Italy",Italy,"Camillo Faieta, 35, a lineman, was on duty when a light dazzled him, and he observed that it came from an object on a small island on the Emissario Canal. Two little men were seen briefly on the ground before the departure of the object. There are four other witnesses.","LDLN 86; FSR 67, 1 (Vallee)"
Magonia_781,7/17/1966,1966-07-17,0345,"Rebouillon, France",France,"Rene Pebre and two others were driving back from Draguignan when they saw a gray oval, metallic object, about 5 m long, hovering at low altitude, about 300 m from them. They noticed several window-like openings on the craft, which emitted a light beam. All the dogs in the vicinity were barking.","GEPA Sep., 66 (Vallee)"
Magonia_782,7/25/1966,1966-07-25,0200,"Vancehars, North Carolina",United States,"A man driving between Greenville and Vancehars saw a glow in the woods and was followed by the light even at speeds of 170 km/hr. He finally stopped to observe it, but became afraid when he saw that it came from a pulsating object that flew within 100 m of the car, 15 m above ground. The color changed in sequence, orange to red to blue to green, and the object wobbled on its axis. It came within 30 m, then suddenly left straight up.",Atic (Vallee)
Magonia_783,7/28/1966,1966-07-28,evening,"Montsoreau, France",France,"A photographer, Mr. Lacoste, and his wife, saw a red, lighted object cross the sky and appear to touch the ground. It then rose, hovered, and disappeared. The next day a wheat field was found flattened over an area 3 m in diameter, and covered with an oily substance.",166; Magonia (Vallee)
Magonia_784,7/31/1966,1966-07-31,2025,"Erie, Preque-Ile Park, Pennsylvania",United States,"Young witnesses reported an object flying erratically and landing 300 m away. It had the shape of a mushroom and swept the area with a light beam. A strange being, 1.80 m tall, was seen. Police report.","167; FSR 66, 6 (Vallee)"
Magonia_785,8/1/1966,1966-08-01,1945,"Rushville, Indiana",United States,Several young witnesses reported seeing an unidentified object at low altitude.,Lor. III 109 (Vallee)
Magonia_786,8/6/1966,1966-08-06,1400,Texas,United States,"A civilian man and his family observed a dark object hovering near their isolated house. It had a square ""door"" emitting a yellow light. Three children saw a dwarf through the opening. He was dressed in shiny black coveralls. The object left slowly with a soft humming sound.",Atic; Magonia (Vallee)
Magonia_787,8/18/1966,1966-08-18,,"Barinas, Venezuela",Venezuela,"Three hunters, E. Beucomo, J. Zapata and J. Ramos, observed a strange glow in the forest and discovered a very large, egg-shaped object, stationary 2 m above ground. It had large, circular openings emitting a multicolored light, and it made a whistling sound. The hunters ran away.","APRO Sep., 66 (Vallee)"
Magonia_788,8/19/1966,1966-08-19,1650,"Donnybrook, North Dakota",United States,"A border patrolman saw a bright, shiny disk on its edge, 10 m in diameter, 5 m high, floating down the side of a hill, wobbling from side to side 3 m above ground. It reached the valley floor, climbed to about 30 m, and moved across to a small reservoir where it assumed a horizontal position. A dome then became visible on top of the disk. It hovered for one min and seemed about to land less than 80 m away, but tilted back on edge and flew into the clouds at high speed.",Atic (Vallee)
Magonia_789,8/20/1966,1966-08-20,early,"Heraldsburg, California",United States,"Otto Becker, his son, and daughter-in-law woke up to find the whole house bathed in bright light, and they observed a ""six-story"" object at treetop level 60 m away. It gave off rainbow colors which appeared to pour off its edges ""like water"" in a fantastic display. Distinct engine noise was heard before it took off vertically. Domestic animals had been greatly disturbed, and the witness had inflamed eyes for several days.","Gribble Jan., 67 (Vallee)"
Magonia_790,8/20/1966,1966-08-20,,"Niteroi, Brazil",Brazil,"A woman called police to report a luminous object rising and descending on top of a high hill. When policemen climbed to the site they found the bodies of two men, electronics technicians Pereira da Cruz and Viana. The bodies had lead masks on the upper part of the face. An autopsy failed to disclose the cause of death. Investigation disclosed several earlier incidents and an organization to which these men belonged.",Personal (Vallee)
Magonia_791,8/24/1966,1966-08-24,2200,"Minot Air Force Base, North Dakota",United States,"An airman observed and reported by radio a multi-colored light high in the sky. A strike team was sent to his location and confirmed the unknown. A second object, white, was seen to pass in front of clouds. At the radar base, an object was detected and tracked. The observations lasted nearly 4 hours and were confirmed by three different missile sites. Radio interference was noted by teams sent to locations where the object was sometimes described as hovering at ground level.",Atic (Vallee)
Magonia_792,9/1966,1966-09,0330,"El Campo, Texas",United States,A police officer was driving at nearly 200 km/h toward the north on Route 71 when he suddenly saw an object on the road ahead and another one following his car. The first one looked like a flaming car and was the size of a 3-story house. It flew away as the policeman was about to hit it.,168 (Vallee)
Magonia_793,9/3/1966,1966-09-03,1400,Texas,United States,Two young witnesses went outside when the TV set became blurred. They observed a fantastic spinning light illuminating the house. It came from an object hovering at the same location as an earlier sighting (see Case 786).,Atic; Magonia (Vallee)
Magonia_794,9/5/1966,1966-09-05,evening,Texas,United States,A civilian man observed a peculiar light phenomenon and a small figure that appeared to enter a bedroom. The figure was not seen again.,Atic; Magonia (Vallee)
Magonia_795,9/7/1966,1966-09-07,2000,"Durand, Wisconsin",United States,"About 15 km east of Durand, Mrs. E. Bruns and her two children observed an elongated object, about 10 m long, with revolving lights, hovering 1 m above ground and making a deafening noise. After 30 sec, it tilted and took off.","APRO Sep., 66 (Vallee)"
Magonia_796,9/9/1966,1966-09-09,2100,"Franklin Springs, New York",United States,"A man saw an object descend from a cloud bank, slow down, and land with a soft whirring sound. It showed three horizontal bands of light-blue, red and green.",Personal (Vallee)
Magonia_797,9/13/1966,1966-09-13,0730,"Stirum, North Dakota",United States,"A child of 11 years saw a disk-shaped object land near a farm. It had a tripod landing gear, two red lights, two white and one green light, and a transparent dome. A businessman from Gwinner and an Air Force Lt. Col. went to the site and discovered three traces, apparently left by spherical objects, 18 cm deep, very compact. Radiation measured at 0.1 milliroentgen (normal). The child reported that the object ""went away so fast that it vanished.""",Atic (Vallee)
Magonia_798,9/17/1966,1966-09-17,0445,"Cranes Beach, Massachusetts",United States,"Mr. and Mrs. Ronald MacGilvary saw a golden-white, luminous object resting on the beach, with two bright lights flying in and out of the craft. It went away after one hour.","LDLN 88; NICAP Oct., 66 (Vallee)"
